No;Code;Jenis ken;NoPolisi;Thn Kendaraan;Warna;NoMesin;NoRangka;KD
;SMS;"DAIHATSU ALL NEW XENIA R SPORTY VVTI 1,3 MT";DB1951MO;2012;;;;
;SMS;SUZUKI IGNIS GX AGS;DB1958BN;2018;;;;
;SMS;"TOYOTA RUSH G 1,5 MT";DB1960FF;2011;;;;
;SMS;"DAIHATSU XENIA XI DELUXE SPORTY VVTI 1,3 MT";DB1964ME;2010;;;;
;SMS;"TOYOTA NEW AVANZA VVTI S 1,5 MT";DB1968CL;2007;;;;
;SMS;"TOYOTA INNOVA BENSIN V 2,0 MT";DB1973BA;2004;;;;
;SMS;"HONDA NEW JAZZ IVTEC RS 1,5 AT";DB1984QS;2013;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1995ME;2010;;;;
;SMS;"DAIHATSU ALL NEW XENIA R SPORTY VVTI 1,3 MT";DB1995MN;2012;;;;
;SMS;TOYOTA KIJANG TY361;DB2026AJ;2002;;;;
;SMS;TOYOTA KIJANG INNOVAGMT;DB2081AK;2005;;;;
;SMS;MITSUBISHI KUDA MS239;DB2083JR;2000;;;;
;SMS;TOYOTA KIJANG TY366;DB2109F;2001;;;;
;SMS;TOYOTA KIJANG TY468;DB2109K;1996;;;;
;SMS;TOYOTA KIJANG TY348;DB2110K;2000;;;;
;SMS;TOYOTA KIJANG TY402;DB2194B;2001;;;;
;SMS;TOYOTA KIJANG TY369;DB2213K;2001;;;;
;SMS;TOYOTA KIJANG TY439;DB2214AF;1993;;;;
;SMS;ISUZU PANTHER IS218;DB2223AC;1998;;;;
;SMS;ISUZU PANTHER IS259;DB2228CA;1997;;;;
;SMS;TOYOTA KIJANG TY468;DB2229E;1996;;;;
;SMS;NISSAN TERRANO NS513;DB2232CA;2003;;;;
;SMS;TOYOTA KIJANG ROVER18MT;DB2252A;1996;;;;
;SMS;TOYOTA KIJANG TY369;DB2274AD;2000;;;;
;SMS;TOYOTA KIJANG TY404;DB2294CA;2000;;;;
;SMS;TOYOTA KIJANG TY404;DB2356AD;2001;;;;
;SMS;HONDA JAZZ IDSI005;DB2404CA;2004;;;;
;SMS;"NISSAN GRAND LIVINA ULTIMATE 1,8 MT";DB2428AL;2007;;;;
;SMS;TOYOTA KIJANG TY535;DB2440CA;2006;;;;
;SMS;TOYOTA KIJANG TY404;DB2449AG;2003;;;;
;SMS;TOYOTA KIJANG TY535;DB2500F;2004;;;;
;SMS;TOYOTA KIJANG TY435;DB2514A;1996;;;;
;SMS;ISUZU PANTHER IS217;DB2527CA;2001;;;;
;SMS;"NISSAN GRAND LIVINA XV 1,8 6 SPEED MT";DB2561AL;2007;;;;
;SMS;TOYOTA KIJANG KF80;DB2627AB;1997;;;;
;SMS;MITSUBISHI KUDA MS226;DB2820CA;1999;;;;
;SMS;TOYOTA KIJANG TY367;DB2874CA;2000;;;;
;SMS;TOYOTA KIJANG TY345;DB2886AK;1997;;;;
;SMS;"TOYOTA NEW KIJANG LSX 1,8 MT";DB2954CA;2002;;;;
;SMS;ISUZU PANTHER IS231;DB2994AA;1995;;;;
;SMS;DAIHATSU FEROZA 004;DB3010D;1994;;;;
;SMS;DAIHATSU TAFT DAIHATSUTAFTDH550;DB3046QC;1998;;;;
;SMS;HONDA CRV HN502;DB3072QC;2001;;;;
;SMS;DAIHATSU TAFT DH518;DB3180AC;1994;;;;
;SMS;HONDA CRV HN510;DB3183QA;2002;;;;
;SMS;DAIHATSU TAFT DH517;DB3270AB;1995;;;;
;SMS;SUZUKI ESCUDO SZ521;DB3551AC;2001;;;;
;SMS;DAIHATSU TAFT DH518;DB3612A;1994;;;;
;SMS;DAIHATSU TAFT DH518;DB3768AA;1996;;;;
;SMS;DAIHATSU FEROZA 003;DB3982AA;1995;;;;
;SMS;"NISSAN GRAND LIVINA XV 1,5 MT";DB4004AJ;2008;;;;
;SMS;TOYOTA AVANZA TY294;DB4007P;2009;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB4010K;2006;;;;
;SMS;"TOYOTA AVANZA G 1,3 MT";DB4019QE;2008;;;;
;SMS;DAIHATSU ESPASS DH1;DB4021F;1995;;;;
;SMS;DAIHATSU ESPASS DH1;DB4024A;1995;;;;
;SMS;SUZUKI CARRY FUTURAST150ANGKOT;DB4025J;2000;;;;
;SMS;TOYOTA AVANZA TY294;DB4027DA;2005;;;;
;SMS;DAIHATSU XENIA DH251;DB4044CD;2005;;;;
;SMS;TOYOTA AVANZA 13GVVTI;DB4052AE;2006;;;;
;SMS;DAIHATSU ESPASS DH1;DB4057CA;1996;;;;
;SMS;DAIHATSU NEWXENIA VVTIDELUXEFAMILYXI13-1;DB4060CE;2009;;;;
;SMS;DAIHATSU SIRION 002;DB4064FA;2008;;;;
;SMS;"DAIHATSU XENIA XI DELUXE SPORTY VVTI 1,3 MT";DB4066BB;2009;;;;
;SMS;DAIHATSU ESPASS DH1;DB4067E;1996;;;;
;SMS;DAIHATSU ESPASS HD235;DB4068B;1998;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB4107AK;2009;;;;
;SMS;TOYOTA AVANZA TY294;DB4114K;2004;;;;
;SMS;DAIHATSU NEWXENIA F602;DB4131QL;2007;;;;
;SMS;DAIHATSU NEWXENIA VVTIDELUXESPORTYXI13-1;DB4149QB;2007;;;;
;SMS;DAIHATSU XENIA DH240;DB4156AE;2006;;;;
;SMS;TOYOTA AVANZA TY294;DB4163DA;2008;;;;
;SMS;TOYOTA AVANZA 13G;DB4169D;2008;;;;
;SMS;"DAIHATSU XENIA LI DELUXE SPORTY VVTI 1,0 MT";DB4173FA;2009;;;;
;SMS;DAIHATSU XENIA LI;DB4175CD;2006;;;;
;SMS;"DAIHATSU TERIOS TS EXTRA 1,5 MT";DB4199AK;2009;;;;
;SMS;TOYOTA AVANZA 13GVVTI;DB4210QF;2006;;;;
;SMS;HONDA JAZZ IDSI001-1;DB4211QA;2004;;;;
;SMS;"DAIHATSU XENIA XI DELUXE SPORTY VVTI 1,3 MT";DB4231BB;2010;;;;
;SMS;DAIHATSU TERIOS TX15MT-1;DB4243AF;2007;;;;
;SMS;"NISSAN GRAND LIVINA XV 1,5 MT";DB4305AH;2008;;;;
;SMS;TOYOTA AVANZA 13G;DB4335AE;2005;;;;
;SMS;TOYOTA AVANZA TY294;DB4341AL;2010;;;;
;SMS;DAIHATSU NEWXENIA VVTIDELUXESPORTYXI13-1;DB4354FA;2009;;;;
;SMS;TOYOTA AVANZA TY294;DB4357AH;2008;;;;
;SMS;"DAIHATSU XENIA XI DELUXE FAMILY VVTI 1,3 MT";DB4378CD;2007;;;;
;SMS;NISSAN GLIVINA 15XVMT;DB4389AG;2007;;;;
;SMS;"DAIHATSU ALL NEW XENIA M SPORTY VVTI 1,0 MT";DB4392EA;2011;;;;
;SMS;DAIHATSU SIRION 13MT;DB4399AH;2008;;;;
;SMS;DAIHATSU ESPASS DH1;DB4412AA;1997;;;;
;SMS;SUZUKI SX4 001-1;DB4414AJ;2008;;;;
;SMS;SUZUKI AERIO SZ257;DB4419QA;2005;;;;
;SMS;DAIHATSU XENIA DH246-1;DB4428QA;2006;;;;
;SMS;TOYOTA AVANZA 13GVVTI;DB4438QA;2007;;;;
;SMS;TOYOTA AVANZA 13G;DB4451QF;2004;;;;
;SMS;TOYOTA AVANZA 13GVVTI;DB4497AJ;2008;;;;
;SMS;"NISSAN GRAND LIVINA SV 1,5 MT";DB4507BB;2011;;;;
;SMS;DAIHATSU TARUNA DH207;DB4549AA;1999;;;;
;SMS;TOYOTA AVANZA 13GVVTI;DB4553AG;2007;;;;
;SMS;"DAIHATSU TERIOS TX 1,5 MT";DB4572J;2009;;;;
;SMS;"SUZUKI CARRY FUTURA ST 1,5 MIKROLET";DB4581DA;2011;;;;
;SMS;TOYOTA AVANZA 13GVVTI;DB4582QA;2008;;;;
;SMS;"TOYOTA RUSH G 1,5 MT";DB4591E;2007;;;;
;SMS;DAIHATSU XENIA F600 RV;DB4620K;2008;;;;
;SMS;"DAIHATSU XENIA LI DELUXE FAMILY 1,0 MT";DB4627AE;2006;;;;
;SMS;"SUZUKI SWIFT GT3 1,5 M/T";DB4637CF;2012;;;;
;SMS;TOYOTA RUSH 15SMT;DB4648K;2008;;;;
;SMS;DAIHATSU ESPASS DH1;DB4652A;1998;;;;
;SMS;"TOYOTA ALL NEW AVANZA VVTI G 1,3 MT";DB4669AV;2012;;;;
;SMS;TOYOTA AVANZA 13G;DB4675AC;2004;;;;
;SMS;TOYOTA AVANZA 13GVVTI;DB4678AI;2008;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB4682AH;2008;;;;
;SMS;"DAIHATSU XENIA LI DELUXE 1,0 MT";DB4687AC;2004;;;;
;SMS;TOYOTA AVANZA TY294;DB4703F;2007;;;;
;SMS;"DAIHATSU TARUNA OXXY FGX 1,5 MT";DB4708AD;2005;;;;
;SMS;NISSAN GLIVINA 15XVMT;DB4711CD;2008;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB4752QA;2008;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB4794K;2009;;;;
;SMS;DAIHATSU NEWXENIA VVTIDELUXESPORTYXI13;DB4818CD;2008;;;;
;SMS;DAIHATSU XENIA DH255;DB4826AK;2009;;;;
;SMS;"DAIHATSU ALL NEW XENIA M SPORTY VVTI 1,0 MT";DB4839FB;2012;;;;
;SMS;"TOYOTA AVANZA G 1,3 MT";DB4854AE;2006;;;;
;SMS;NISSAN GLIVINA 15XVAT-1;DB4854AI;2008;;;;
;SMS;TOYOTA AVANZA 13GVVTI;DB4855QA;2008;;;;
;SMS;DAIHATSU NEWXENIA XIDELUXEMT;DB4883AF;2007;;;;
;SMS;DAIHATSU XENIA DH248-1;DB4898AE;2006;;;;
;SMS;"DAIHATSU XENIA XI DELUXE SPORTY VVTI 1,3 MT";DB4904QL;2008;;;;
;SMS;"DAIHATSU XENIA LI DELUXE PLUS VVTI 1,0 MT";DB4930F;2008;;;;
;SMS;DAIHATSU ZEBRA DH224;DB4963B;2002;;;;
;SMS;NISSAN GLIVINA 15XVMT;DB4966F;2008;;;;
;SMS;"TOYOTA NEW AVANZA VVTI S 1,5 MT";DB4972F;2008;;;;
;SMS;DAIHATSU ESPASS HD235;DB4977AA;2000;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB5417TI;2007;;;;
;SMS;"DAIHATSU TERIOS TX ELEGANT 1,5 MT";DB7015NT;2012;;;;
;SMS;NISSAN X-TRAIL ;DB7353AF;2007;;;;
;SMS;SUZUKI CARRY SZ274;DB8003P;2009;;;;
;SMS;"DAIHATSU GRANMAX STANDAR PS AC 1,5 PU";DB8004BG;2013;;;;
;SMS;TOYOTA DYNA RINO 130 HT DUMP TRUCK;DB8004PA;2013;;;;
;SMS;"DAIHATSU GRANMAX STANDAR PS 1,5 PU";DB8005AQ;2013;;;;
;SMS;MITSUBISHI COLT L300;DB8005CB;2002;;;;
;SMS;SUZUKI CARRY SZ223;DB8010N;2009;;;;
;SMS;"ISUZU NEW PANTHER GD 1 WAY 2,5 PU";DB8014CB;2002;;;;
;SMS;"ISUZU NEW PANTHER GD 1 WAY 2,5 PU";DB8016EA;2004;;;;
;SMS;TOYOTA DYNA TY452-1;DB8020QC;2007;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU";DB8033AI;2007;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU WIDE DECK";DB8033BE;2011;;;;
;SMS;SUZUKI CARRY SZ274;DB8040HA;2009;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,3 PU";DB8042BE;2011;;;;
;SMS;MITSUBISHI COLT 018;DB8044HA;2009;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU";DB8049NA;2013;;;;
;SMS;MITSUBISHI COLT FE 75 SUPER HD DUMP TRUCK;DB8055FG;2016;;;;
;SMS;ISUZU PANTHER IS278;DB8056CC;2004;;;;
;SMS;MITSUBISHI FE MS436-1;DB8057KY;2004;;;;
;SMS;ISUZU PANTHER IS221;DB8064AI;2002;;;;
;SMS;ISUZU PANTHER IS221;DB8065CC;2004;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,3 PU";DB8068LI;2019;;;;
;SMS;"SUZUKI MEGA CARRY 1,5 PU AC PS";DB8070BI;2017;;;;
;SMS;"SUZUKI NEW CARRY 1,5 PU FLAT DECK AC PS";DB8070BL;2021;;;;
;SMS;TOYOTA KIJANG TY387;DB8075AB;2000;;;;
;SMS;TOYOTA DYNA TY431-1;DB8077JY;2004;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,3 PU";DB8083DD;2013;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU";DB8083QD;2007;;;;
;SMS;TOYOTA DYNA RINO BY 34 ENGKEL RAM BARU BAK BESI;DB8086KY;2004;;;;
;SMS;TOYOTA DYNA RINO 130 HT DUMP TRUCK;DB8091QB;2013;;;;
;SMS;"SUZUKI CARRY STANDAR 1,5 PU";DB8095N;2011;;;;
;SMS;TOYOTA DYNA TY487;DB8096DY;1998;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,5 PU";DB8097BG;2013;;;;
;SMS;SUZUKI CARRY SZ223;DB8101CC;2005;;;;
;SMS;"MITSUBISHI COLT T120 SS 1,5 FLAT DECK PU";DB8108DC;2012;;;;
;SMS;DAIHATSU S91 DS403;DB8117CC;2005;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,5 PU";DB8118GC;2014;;;;
;SMS;MITSUBISHI COLT MTS001;DB8120FA;2005;;;;
;SMS;ISUZU PANTHER IS221;DB8127CC;2005;;;;
;SMS;"TOYOTA NEW HILUX DOUBLE CABIN E 2,5 M/T";DB8127QB;2015;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU";DB8128AJ;2008;;;;
;SMS;MITSUBISHI COLT FE 74 HD 125 PS DUMP TRUCK;DB8128DC;2012;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,3 PU";DB8128GA;2012;;;;
;SMS;TOYOTA KIJANG TY432;DB8135CB;2003;;;;
;SMS;"DAIHATSU GRANMAX 3 WAY 1,3 PU";DB8136BE;2011;;;;
;SMS;ISUZU ELF NKR 71 BAK BESI;DB8140FL;2011;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU";DB8141BZ;2017;;;;
;SMS;MITSUBISHI FE MS427-1;DB8142AT;2006;;;;
;SMS;MITSUBISHI COLT 120SSPU;DB8145FA;2005;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU";DB8147BH;2015;;;;
;SMS;"SUZUKI CARRY MEGA 1,5 PU";DB8151BF;2013;;;;
;SMS;MITSUBISHI COLT FE 74 HD 125 PS DUMP TRUCK;DB8155MK;2013;;;;
;SMS;TOYOTA KIJANG KF60;DB8163G;2002;;;;
;SMS;"SUZUKI NEW CARRY 1,5 PU WIDE DECK AC PS";DB8165BJ;2019;;;;
;SMS;HINO DUTRO 130 HD DUMP TRUCK;DB8167LK;2015;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,5 PU";DB8171BH;2015;;;;
;SMS;ISUZU PANTHER IS232;DB8175BD;2006;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU";DB8178FD;2013;;;;
;SMS;"MITSUBISHI COLT T120 SS MPI STANDAR 1,5 PU";DB8184HA;2012;;;;
;SMS;HINO TRUCK HT145;DB8186AT;2006;;;;
;SMS;HINO TRUCK HT110;DB8186QA;2002;;;;
;SMS;MITSUBISHI COLT FE 75 SUPER HD 136 PS BAK BESI;DB8191FD;2014;;;;
;SMS;SUZUKI CARRY SZ274;DB8192AK;2010;;;;
;SMS;"ISUZU NEW PANTHER GD 1 WAY 2,5 PU";DB8196CC;2005;;;;
;SMS;MITSUBISHI COLT 005;DB8198FA;2006;;;;
;SMS;ISUZU PANTHER IS221;DB8200BA;2001;;;;
;SMS;TOYOTA DYNA TY495;DB8202EY;2000;;;;
;SMS;"DAIHATSU GRANMAX STANDAR PS AC 1,5 PU";DB8204KA;2012;;;;
;SMS;"MITSUBISHI COLT L300 DIESEL STANDAR 2,5 PU";DB8221LA;2014;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,3 PU";DB8227JB;2016;;;;
;SMS;DAIHATSU ESPASS DH1;DB8231CB;2004;;;;
;SMS;SUZUKI CARRY SZ223;DB8235F;2001;;;;
;SMS;DAIHATSU ZEBRA DH235;DB8240CC;2006;;;;
;SMS;TOYOTA KIJANG KF60;DB8242F;2002;;;;
;SMS;MITSUBISHI FE MS427;DB8243AV;2003;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,5 PU";DB8248GA;2012;;;;
;SMS;"SUZUKI CARRY MEGA 1,5 PU";DB8263BH;2015;;;;
;SMS;MITSUBISHI COLT FE 347 135 PS DUMP TRUCK;DB8264AT;2006;;;;
;SMS;"DAIHATSU GRANMAX STANDAR PS AC 1,5 PU";DB8266DH;2017;;;;
;SMS;MITSUBISHI COLT 120SSPU;DB8287FA;2007;;;;
;SMS;DAIHATSU S91 DS403;DB8290D;2001;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,3 PU";DB8295FD;2013;;;;
;SMS;MITSUBISHI FE MS510-1;DB8297BY;2001;;;;
;SMS;SUZUKI CARRY SZ223;DB8299AC;2001;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU";DB8300AL;2011;;;;
;SMS;SUZUKI CARRY SZ287;DB8308J;1999;;;;
;SMS;TOYOTA DYNA RINOBY43;DB8310QA;2002;;;;
;SMS;"SUZUKI NEW CARRY 1,5 PU WIDE DECK";DB8320EH;2020;;;;
;SMS;HINO DUTRO 130 HD DUMP TRUCK;DB8322AR;2010;;;;
;SMS;TOYOTA DYNA RINO 130 HT BAK BESI;DB8322GY;2010;;;;
;SMS;MITSUBISHI L200D MS238;DB8322QA;2005;;;;
;SMS;"DAIHATSU GRANMAX STANDAR PS AC 1,5 PU";DB8324LC;2015;;;;
;SMS;"MITSUBISHI COLT T120 SS MPI STANDAR 1,5 PU";DB8325KB;2014;;;;
;SMS;TOYOTA DYNA RINO 125 LT BAK BESI;DB8328K;2004;;;;
;SMS;TOYOTA DYNA TY411;DB8332AT;2002;;;;
;SMS;DAIHATSU S91 DS402;DB8349AF;2002;;;;
;SMS;MITSUBISHI COLT FE 75 SUPER HD DUMP TRUCK;DB8351AP;2012;;;;
;SMS;"TOYOTA HILUX 4X2 2,0 PU";DB8352AI;2007;;;;
;SMS;HINO DUTRO 130 HD DUMP TRUCK;DB8356FD;2013;;;;
;SMS;"DAIHATSU GRANMAX STANDAR PS AC 1,5 PU";DB8357BE;2012;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU";DB8358KA;2012;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU";DB8366LF;2017;;;;
;SMS;SUZUKI CARRY SZ223;DB8367F;2003;;;;
;SMS;TOYOTA KIJANG KF60;DB8367G;2003;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU FLAT DECK";DB8373FH;2018;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,3 PU";DB8376LC;2015;;;;
;SMS;ISUZU PANTHER IS221;DB8394AG;2004;;;;
;SMS;"MITSUBISHI COLT T120 SS MPI STANDAR 1,5 PU";DB8395FA;2008;;;;
;SMS;DAIHATSU S91 DS403;DB8397F;2002;;;;
;SMS;"ISUZU NEW PANTHER GD 3 WAY 2,5 PU";DB8407FA;2008;;;;
;SMS;TOYOTA DYNA TY446-1;DB8420CY;2002;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,5 PU";DB8425LC;2015;;;;
;SMS;TOYOTA KIJANG TY432;DB8427D;2001;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,5 PU";DB8428AK;2010;;;;
;SMS;"MITSUBISHI COLT T120 SS 1,5 FLAT DECK PU";DB8432DD;2014;;;;
;SMS;"DAIHATSU GRANMAX STANDAR PS AC 1,5 PU";DB8435KA;2013;;;;
;SMS;"SUZUKI MEGA CARRY 1,5 PU AC PS";DB8439DH;2018;;;;
;SMS;"MITSUBISHI COLT T120 SS MPI STANDAR 1,5 PU";DB8442LG;2018;;;;
;SMS;ISUZU PANTHER IS221;DB8449AE;2002;;;;
;SMS;"SUZUKI CARRY MEGA 1,5 PU";DB8454EB;2012;;;;
;SMS;DAIHATSU ZEBRA DH249;DB8460D;2001;;;;
;SMS;TOYOTA DYNA RINO 130 HT DUMP TRUCK;DB8461LC;2015;;;;
;SMS;MITSUBISHI COLT L300 PU;DB8465J;2002;;;;
;SMS;TOYOTA DYNA TY422;DB8474AW;2004;;;;
;SMS;DAIHATSU S91 DS401;DB8475D;2001;;;;
;SMS;"MITSUBISHI COLT T120 SS 1,5 FLAT DECK PU";DB8479DD;2014;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,3 PU";DB8485LE;2016;;;;
;SMS;ISUZU PANTHER IS278;DB8486BR;2002;;;;
;SMS;"DAIHATSU GRANMAX STANDAR PS AC 1,5 PU";DB8491KA;2013;;;;
;SMS;"ISUZU NEW PANTHER GD 1 WAY 2,5 PU";DB8496AN;2012;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU";DB8502J;2007;;;;
;SMS;"DAIHATSU GRANMAX STANDAR PS AC 1,5 PU";DB8506CH;2020;;;;
;SMS;ISUZU NKR NKR025;DB8518KY;2008;;;;
;SMS;"MITSUBISHI COLT L300 DIESEL STANDAR 2,5 PU";DB8519AL;2011;;;;
;SMS;"SUZUKI MEGA CARRY 1,5 PU AC PS";DB8535DD;2014;;;;
;SMS;"DAIHATSU GRANMAX STANDAR PS AC 1,5 PU";DB8537FE;2015;;;;
;SMS;ISUZU NMR 71 BAK BESI;DB8545BI;2018;;;;
;SMS;DAIHATSU ESPASS DH1;DB8557AC;2001;;;;
;SMS;"DAIHATSU GRANMAX STANDAR PS 1,5 PU";DB8559AO;2013;;;;
;SMS;SUZUKI CARRY SZ287;DB8560F;2000;;;;
;SMS;"MITSUBISHI COLT T120 SS 1,5 FLAT DECK PU";DB8560FB;2011;;;;
;SMS;HINO DUTRO 130 HD BAK BESI;DB8561QF;2010;;;;
;SMS;"SUZUKI CARRY STANDAR 1,5 PU";DB8564CD;2012;;;;
;SMS;"SUZUKI NEW CARRY 1,5 PU WIDE DECK";DB8565KC;2021;;;;
;SMS;"DAIHATSU GRANMAX STANDAR PS AC 1,5 PU";DB8575CF;2016;;;;
;SMS;"TOYOTA HILUX 4X2 2,0 PU";DB8592K;2008;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU";DB8593CG;2018;;;;
;SMS;"DAIHATSU GRANMAX STANDAR PS AC 1,5 PU";DB8594FE;2015;;;;
;SMS;"SUZUKI NEW CARRY 1,5 PU FLAT DECK AC PS";DB8596NA;2019;;;;
;SMS;HINO DUTRO 130 HD DUMP TRUCK;DB8602FY;2010;;;;
;SMS;TOYOTA DYNA RINO 125 LT BAK BESI;DB8610DY;2006;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU";DB8618HB;2019;;;;
;SMS;MITSUBISHI COLT FE 349 120 PS CHASIS;DB8623DY;2006;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU";DB8623LG;2018;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,5 PU";DB8630BI;2018;;;;
;SMS;"MITSUBISHI COLT T120 SS MPI STANDAR 1,5 PU";DB8635EF;2015;;;;
;SMS;"SUZUKI CARRY MEGA 1,5 PU";DB8646AL;2011;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,3 PU";DB8657DI;2022;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,3 PU";DB8667AN;2012;;;;
;SMS;MITSUBISHI COLT L300;DB8679D;2000;;;;
;SMS;"MITSUBISHI COLT L300 DIESEL STANDAR 2,5 PU";DB8680AL;2011;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,5 PU";DB8690FB;2011;;;;
;SMS;"ISUZU NEW PANTHER GD 1 WAY 2,5 PU";DB8692AK;2010;;;;
;SMS;MITSUBISHI FE MS436-1;DB8698AV;2005;;;;
;SMS;HINO DUMPTRUCK DUTRO 130 HD-1;DB8702AT;2008;;;;
;SMS;DAIHATSU S91 DS401;DB8702E;2004;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,5 PU";DB8703FD;2014;;;;
;SMS;"DAIHATSU GRANMAX STANDAR PS AC 1,5 PU";DB8707BH;2016;;;;
;SMS;"ISUZU PANTHER 2,5 PU";DB8709BD;2010;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,3 PU";DB8710K;2008;;;;
;SMS;"DAIHATSU GRANMAX STANDAR PS AC 1,5 PU";DB8714LB;2015;;;;
;SMS;ISUZU PANTHER IS278;DB8716AE;2002;;;;
;SMS;"SUZUKI NEW CARRY 1,5 PU FLAT DECK AC PS";DB8723PA;2020;;;;
;SMS;HINO DUTRO 130 HD DUMP TRUCK;DB8730AO;2013;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,5 PU";DB8733LI;2010;;;;
;SMS;SUZUKI CARRY SZ223;DB8736F;2001;;;;
;SMS;SUZUKI CARRY SZ274;DB8741K;2010;;;;
;SMS;"ISUZU NEW PANTHER GD 1 WAY 2,5 PU";DB8742J;2010;;;;
;SMS;"ISUZU NEW PANTHER GD 1 WAY 2,5 PU";DB8743G;2008;;;;
;SMS;TOYOTA DYNA RINO 130 HT DUMP TRUCK;DB8746JA;2013;;;;
;SMS;MITSUBISHI FE MS443;DB8747DY;2008;;;;
;SMS;TOYOTA DYNA RINOBY43-1;DB8750AU;2002;;;;
;SMS;"DAIHATSU GRANMAX STANDAR PS AC 1,5 PU";DB8763PA;2017;;;;
;SMS;"ISUZU NEW PANTHER GD 1 WAY 2,5 PU";DB8776AO;2013;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,3 PU";DB8781LD;2016;;;;
;SMS;"DAIHATSU GRANMAX STANDAR PS AC 1,5 PU";DB8789CC;2010;;;;
;SMS;TOYOTA KIJANG TY504;DB8796AF;2003;;;;
;SMS;"SUZUKI CARRY STANDAR 1,5 PU";DB8809AG;2004;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,5 PU";DB8813DH;2019;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,5 PU";DB8815AK;2010;;;;
;SMS;"SUZUKI NEW CARRY 1,5 PU FLAT DECK AC PS";DB8819HB;2021;;;;
;SMS;"DAIHATSU GRANMAX STANDAR PS AC 1,5 PU";DB8821BG;2014;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,5 PU";DB8823LH;2019;;;;
;SMS;"MITSUBISHI COLT T120 SS MPI STANDAR 1,5 PU";DB8828DA;2008;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,3 PU";DB8832FA;2010;;;;
;SMS;ISUZU PANTHER IS291;DB8847CC;2010;;;;
;SMS;DAIHATSU S91 DS402;DB8854QF;2005;;;;
;SMS;"TOYOTA HILUX 4X2 2,0 PU";DB8855K;2010;;;;
;SMS;"DAIHATSU GRANMAX STANDAR PS AC 1,5 PU";DB8862CH;2021;;;;
;SMS;HINO DUTRO 130 HD DUMP TRUCK;DB8863BY;2007;;;;
;SMS;DAIHATSU ZEBRA DH229;DB8879CA;2002;;;;
;SMS;"ISUZU NEW PANTHER GD 3 WAY 2,5 PU";DB8888HA;2009;;;;
;SMS;"SUZUKI MEGA CARRY 1,5 PU AC PS";DB8891KB;2017;;;;
;SMS;MITSUBISHI COLT FE 75 SUPER HD DUMP TRUCK;DB8893CG;2019;;;;
